name,salary,area_name,published_at
Руководитель проекта по внедрению 1С УПП,39000.0,Челябинск,2011-03-09T12:12:12+0300
Ведущий консультант по ITSM,110000.0,Москва,2011-02-21T12:34:11+0300
Системный администратор,35000.0,Москва,2011-02-21T12:41:10+0300
PHP разработчик,75000.0,Санкт-Петербург,2011-02-21T12:49:01+0300
Менеджер по претензионной работе,37500.0,Москва,2011-02-21T12:49:42+0300
Бизнес-тренер,70000.0,Москва,2011-02-21T12:49:42+0300
Менеджер по продажам,26500.0,Уфа,2011-02-21T12:52:48+0300
Сервис-инженер по обслуживанию компьютеров,45000.0,Москва,2011-02-21T13:06:04+0300
Менеджер по продажам компьютерной техники и IT - услуг,20000.0,Пенза,2011-03-23T10:05:02+0300
Программист,28500.0,Ижевск,2011-02-21T13:10:38+0300
Менеджер по продажам (электронная отчетность),18500.0,Пенза,2011-03-23T10:04:56+0300
Системный администратор,37500.0,Москва,2011-02-21T13:12:34+0300
Программист 1С,37500.0,Пенза,2011-03-23T10:04:46+0300
Разработчик отчетов,30000.0,Санкт-Петербург,2011-02-21T13:17:53+0300
Enterprise Content Management Technical Pre-sale manager,120000.0,Москва,2011-05-16T10:45:54+0400
Руководитель направления,75000.0,Москва,2011-02-21T13:24:36+0300
Программист Java,62500.0,Санкт-Петербург,2011-03-22T12:15:37+0300
Консультант SAP HR (поддержка пользователей),70000.0,Москва,2011-03-22T16:58:59+0300
Менеджер проекта (инженерные и телекоммуникационные системы),60000.0,Санкт-Петербург,2011-02-21T13:30:34+0300
Администратор Linux,60000.0,Москва,2011-02-21T13:34:20+0300
Программист PHP,25000.0,Нижний Новгород,2011-02-21T13:35:38+0300
Специалист Технической поддержки (ремонтник),20000.0,Санкт-Петербург,2011-02-21T13:45:38+0300
Программист,40000.0,Казань,2011-03-23T10:16:18+0300
Руководитель проектов 1С,75000.0,Москва,2011-02-21T14:00:09+0300
Дизайнер интерфейсов,90000.0,Москва,2011-02-21T14:03:01+0300
Специалист службы поддержки,32500.0,Москва,2011-04-01T09:44:36+0400
Программист-консультант 1С Бухучет,42500.0,Москва,2011-02-21T14:11:58+0300
Разработчик Sharepoint,95000.0,Москва,2011-02-21T14:13:54+0300
Тестировщик игр,17500.0,Москва,2011-02-21T14:17:35+0300
Консультант Navision,95000.0,Москва,2011-03-14T09:50:17+0300
JEE/Java Developer / JEE/Java разработчик,70000.0,Санкт-Петербург,2011-03-03T17:04:18+0300
Инженер-программист,37500.0,Москва,2011-02-21T14:30:01+0300
SEO специалист,20500.0,Санкт-Петербург,2011-02-21T14:35:24+0300
Менеджер по продажам,37500.0,Москва,2011-03-23T14:08:33+0300
Менеджер ИТ отдела/Системный администратор,45000.0,Москва,2011-02-21T14:50:46+0300
Мастер-приемщик,15000.0,Тольятти,2011-02-21T14:52:01+0300
Контент-менеджер,25000.0,Москва,2011-02-21T14:53:13+0300
Менеджер развития корпоративного бизнеса,32500.0,Санкт-Петербург,2011-02-21T14:58:47+0300
Программист 1С,22500.0,Нижний Новгород,2011-04-22T16:16:06+0400
Администратор баз данных 1С,32500.0,Москва,2011-02-21T15:03:11+0300
Web-разработчик,23500.0,Белгород,2011-02-21T15:05:24+0300
Сервисный инженер OSS,55000.0,Москва,2011-02-21T15:06:01+0300
Программисты 1С и Руководитель проекта 1С,95000.0,Москва,2011-03-03T08:02:43+0300
Системный администратор,47500.0,Москва,2011-02-21T15:09:40+0300
PHP программист,50000.0,Москва,2011-04-05T11:55:14+0400
Специалист IT (контент),8000.0,Самара,2011-02-21T15:30:12+0300
"Ведущий специалист (проект внедрения модуля ""кадры"")",65000.0,Москва,2011-07-05T09:08:49+0400
Системный аналитик,49000.0,Санкт-Петербург,2011-03-02T13:41:43+0300
Программист php / разработчик интернет проектов,27500.0,Санкт-Петербург,2011-02-21T15:35:41+0300
Программист,28500.0,Ижевск,2011-04-06T21:21:36+0400
Руководитель группы развития клиентов,62500.0,Москва,2011-02-21T15:36:52+0300
Системный Администратор,37500.0,Москва,2011-02-21T15:41:58+0300
ASP.Net developer,57750.0,Санкт-Петербург,2011-02-21T15:42:59+0300
Программист 1С,45000.0,Москва,2011-02-21T15:43:19+0300
Тестировщик (QA engineer),60000.0,Москва,2011-02-21T15:50:13+0300
Программист 1С,35000.0,Нижний Новгород,2011-03-22T10:02:09+0300
Инженер-разработчик информационных систем,17500.0,Иваново (Ивановская область),2011-02-21T16:05:58+0300
QA-manager (тестировщик),60000.0,Москва,2011-02-21T16:17:20+0300
Менеджер отдела продаж,27500.0,Ростов-на-Дону,2011-04-27T15:15:08+0400
Руководитель IT отдела,95000.0,Москва,2011-02-21T16:21:47+0300
Системный аналитик-архитектор,75000.0,Москва,2011-02-21T16:28:04+0300
SEO-специалист/ оптимизатор,45000.0,Москва,2011-02-21T16:30:25+0300
"Администратор систем Nagios, Zabbix, HostMonitor",15000.0,Иваново (Ивановская область),2011-02-21T16:39:10+0300
Инженер отдела выпуска,33000.0,Москва,2011-02-21T16:39:26+0300
Маркетолог,15000.0,Нижний Новгород,2011-03-22T11:05:20+0300
Инженер,33000.0,Москва,2011-02-21T16:49:48+0300
Системный администратор,37500.0,Санкт-Петербург,2011-02-21T16:53:47+0300
Технический специалист (специалист по ведению рекламных кампаний в интернет),27500.0,Москва,2011-02-21T17:02:28+0300
Контент-менеджер,17500.0,Москва,2011-03-04T11:32:16+0300
Программист-разработчик,30000.0,Ярославль,2011-03-17T12:59:04+0300
Специалист по эксплуатации АИИС КУЭ,35000.0,Москва,2011-02-21T17:13:44+0300
Инженер-технолог,35000.0,Москва,2011-04-04T17:09:25+0400
Интернет маркетолог,45000.0,Москва,2011-02-21T17:27:21+0300
Менеджер по продажам ПО,35000.0,Санкт-Петербург,2011-02-21T17:34:06+0300
Руководитель отдела розничных продаж,80000.0,Санкт-Петербург,2011-02-28T12:22:39+0300
Консультант по внедрению решений на базе 1С: Предприятие 8,45000.0,Нижний Новгород,2011-03-03T09:32:23+0300
Специалист группы реагирования на инциденты ИБ,45000.0,Москва,2011-02-21T17:45:21+0300
Специалист по работе с клиентами (Оператор call-центра),13500.0,Тула,2011-02-21T17:47:40+0300
Программист 1С,20000.0,Ярославль,2011-02-25T13:28:39+0300
Системный администратор,20500.0,Нижний Новгород,2011-02-21T17:52:00+0300
Инженер-программист,22500.0,Ростов-на-Дону,2011-02-21T17:53:37+0300
Программист Delphi,60000.0,Москва,2011-02-21T18:01:02+0300
Координатор проекта,30000.0,Москва,2011-02-21T18:05:58+0300
Пресейл-консультант СЭД,85000.0,Москва,2011-04-18T10:09:24+0400
Сервисный специалист,27500.0,Москва,2011-02-21T18:23:04+0300
IT специалист,21750.0,Казань,2011-07-26T10:10:25+0400
Программист 1С,47500.0,Санкт-Петербург,2011-02-21T18:31:19+0300
"Front-end architector, django программист",62500.0,Москва,2011-02-21T18:38:17+0300
Java-программист,85000.0,Москва,2011-02-21T18:48:04+0300
Ведущий разработчик (1С),60000.0,Ханты-Мансийский АО - Югра,2011-02-21T18:58:51+0300
Web-разработчик,85000.0,Москва,2011-03-16T15:05:51+0300
Руководитель отдела продаж телеком решений,107500.0,Москва,2011-02-21T19:07:47+0300
Системный администратор,28000.0,Москва,2011-02-21T19:17:29+0300
Программист BPM,57500.0,Санкт-Петербург,2011-02-21T19:49:38+0300
Системный администратор/helpdesk,42500.0,Санкт-Петербург,2011-02-21T19:50:22+0300
Системный администратор,35000.0,Москва,2011-02-21T19:56:54+0300
Региональный представитель,32500.0,Саратов,2011-03-14T10:31:38+0300
Программист Oracle Forms,100000.0,Москва,2011-02-21T21:23:19+0300
Разработчик веб-приложений на Java,85000.0,Москва,2011-02-21T21:23:46+0300
Руководитель филиала (Ставрополь),45000.0,Ставрополь,2011-02-22T09:00:23+0300
Специалист центра поддержки клиентов,15850.0,Воронеж,2011-02-22T09:08:54+0300
Менеджер по продажам,75000.0,Москва,2011-03-10T16:19:09+0300
Старший тестировщик,62500.0,Москва,2011-12-15T10:31:01+0400
Программист 1С 8,100000.0,Москва,2011-02-22T10:00:58+0300
Инженер-программист (Разработчик) по работе с системами 1C,75000.0,Москва,2011-05-12T09:30:41+0400
Системный администратор,45000.0,Москва,2011-02-22T10:26:41+0300
Linux/Qt разработчик,60000.0,Санкт-Петербург,2011-01-17T10:43:37+0300
Linux/Qt старший разработчик,70000.0,Санкт-Петербург,2011-01-17T10:24:08+0300
Программист 1С,70000.0,Москва,2011-02-03T10:43:57+0300
Прикладной администратор,35000.0,Москва,2011-01-13T10:01:38+0300
Старший программист,75000.0,Москва,2011-02-01T13:13:54+0300
Системный программист Windows,80000.0,Москва,2011-07-26T14:37:45+0400
Менеджер по продажам услуг,25000.0,Москва,2011-01-11T14:20:25+0300
Web-дизайнер,17500.0,Санкт-Петербург,2011-02-02T17:46:20+0300
Специалист группы открытия магазинов,42500.0,Москва,2011-01-11T18:03:28+0300
Инженер-проектировщик оборудования систем передачи,35000.0,Москва,2011-01-31T09:47:02+0300
Менеджер интернет-проекта (финансовый торгово-аналитический терминал),62500.0,Москва,2011-01-28T12:41:46+0300
Специалист информационно-технического отдела,25000.0,Санкт-Петербург,2011-01-11T14:23:59+0300
Менеджер проектов (слаботочные сети),40000.0,Санкт-Петербург,2011-01-07T13:24:04+0300
Менеджер проектов (слаботочные сети),50000.0,Москва,2011-01-07T13:23:50+0300
Специалист службы help-desk,22500.0,Санкт-Петербург,2011-01-26T12:22:32+0300
Computer Technician,32500.0,Москва,2011-01-26T12:30:12+0300
Руководитель группы продаж корпоративным клиентам,37500.0,Нижний Новгород,2011-01-11T08:43:03+0300
Специалист технической поддержки,23500.0,Москва,2011-01-27T15:09:13+0300
Java J2EE разработчик,80000.0,Санкт-Петербург,2011-02-28T16:45:35+0300
Менеджер по работе с клиентами,12500.0,Уфа,2011-02-15T09:28:45+0300
Продюсер онлайн-игры (MMORPG),62500.0,Москва,2011-01-31T10:46:16+0300
Программист 1С,75000.0,Москва,2011-03-16T08:25:29+0300
Руководитель группы,37500.0,Москва,2011-01-11T11:22:25+0300
Внедренец ППО,22500.0,Пензенская область,2011-01-12T14:55:41+0300
Внедренец ППО,22500.0,Республика Мордовия,2011-01-17T12:40:37+0300
Внедренец ППО,22500.0,Нижегородская область,2011-01-17T12:39:36+0300
Внедренец ППО,22500.0,Вологодская область,2011-01-17T12:38:12+0300
Внедренец ППО,22500.0,Ивановская область,2011-01-17T12:37:47+0300
Специалист службы технической поддержки,32500.0,Москва,2011-01-11T15:16:11+0300
Веб-программист,57500.0,Москва,2011-01-25T09:05:09+0300
Ведущий программист на C#,77500.0,Москва,2011-01-17T13:45:11+0300
Системотехник,19000.0,Ростов-на-Дону,2011-01-15T14:06:52+0300
Web-программист / верстальщик,45000.0,Москва,2011-01-11T13:21:33+0300
Инженер по технической поддержке,32500.0,Санкт-Петербург,2011-01-11T12:20:41+0300
Менеджер по продажам,25000.0,Москва,2011-01-20T19:15:45+0300
Менеджер по привлечению клиентов (телемаркетолог),14500.0,Нижний Новгород,2011-01-20T08:58:14+0300
"Консультант по внедрению/сопровождению ПАРУС-Бюджет 8, 2 категория",50000.0,Москва,2011-01-31T09:53:42+0300
Архитектор клиентских решений (Solution Architect),85000.0,Санкт-Петербург,2011-01-17T17:10:55+0300
Менеджер по продажам услуг IT-АУТСОРСИНГА,47500.0,Москва,2011-01-24T16:19:23+0300
"Менеджер по работе с клиентами (услуги комплексной связи - телефония, интернет)",35000.0,Москва,2011-01-24T17:09:05+0300
Интернет маркетолог,37500.0,Москва,2011-01-24T16:29:21+0300
Специалист интернет- маркетинга,57500.0,Москва,2011-01-18T15:05:10+0300
Senior Java Developer,95000.0,Москва,2011-01-11T13:55:47+0300
Оптимизатор,55000.0,Центральный округ,2011-03-30T09:34:50+0400
ASP.NET программист (C#),65000.0,Москва,2011-01-12T11:56:34+0300
PHP программист,75000.0,Москва,2011-02-06T15:18:49+0300
Windows C++ Developer,32500.0,Новосибирск,2011-04-12T05:23:54+0400
Инженер отдела IT (г.Сургут),27500.0,Сургут,2011-02-14T07:11:59+0300
Координатор по интернет маркетингу,27500.0,Москва,2011-02-07T16:30:57+0300
Проект-менеджер,22500.0,Новосибирск,2011-01-11T06:00:39+0300
Менеджер по работе с клиентами,14500.0,Волгоград,2011-02-07T13:22:44+0300
Ведущий специалист контроля корректности баз данных,50000.0,Москва,2011-03-03T11:50:51+0300
Программист SQL,58000.0,Москва,2011-01-11T12:37:03+0300
Инженер-измеритель,22500.0,Санкт-Петербург,2011-01-19T12:20:25+0300
Инженер слаботочных сетей (настройка сетевого оборудования),27500.0,Воронеж,2011-09-26T12:23:26+0400
"Консультант SAP CO, FI",95000.0,Москва,2011-02-16T12:38:54+0300
Системный администратор,11000.0,Воронеж,2011-11-09T16:16:54+0400
Специалист отдела программирования,35000.0,Москва,2011-11-09T16:27:33+0400
Инженер-наладчик ПО и систем безопасности (Шереметьево),40000.0,Москва,2011-11-09T16:48:49+0400
Специалист по веб-аналитике,105000.0,Москва,2011-11-09T16:51:13+0400
Инженер - наладчик,40000.0,Москва,2011-11-09T16:52:27+0400
Менеджер по продажам,42500.0,Санкт-Петербург,2011-11-14T11:16:05+0400
Менеджер по работе с клиентами,20500.0,Ростов-на-Дону,2011-11-09T17:01:33+0400
SEO-специалист,37500.0,Тула,2011-11-09T17:10:32+0400
ActionScript-программист (Flash/Flex),47500.0,Санкт-Петербург,2011-11-09T17:23:23+0400
Серверный программист (PHP/MySQL),60000.0,Санкт-Петербург,2011-11-09T17:26:12+0400
Выездной специалист компьютерной помощи,31000.0,Санкт-Петербург,2011-11-09T17:27:57+0400
Дизайнер (разработчик интерфейсов),40000.0,Нижний Новгород,2011-11-09T17:33:35+0400
Разработчик под мобильные платформы iOS (iPhone/iPad),75000.0,Санкт-Петербург,2011-11-09T17:33:59+0400
SEO и SMO специалист,25000.0,Казань,2011-11-09T17:34:24+0400
Помощник системного администратора,22500.0,Москва,2011-11-09T17:43:52+0400
Аналитик базы данных,25000.0,Нижний Новгород,2011-12-07T12:35:33+0400
Способный интернетчик,37500.0,Санкт-Петербург,2011-11-09T18:11:41+0400
Менеджер по работе с клиентами,37500.0,Москва,2011-11-09T18:12:50+0400
Программист на 1С Битрикс,45000.0,Москва,2011-11-09T18:13:39+0400
C++ / Python-программист / разработчик,70000.0,Нижний Новгород,2011-11-28T15:14:32+0400
Менеджер интернет-проекта / руководитель интернет-проектов,55000.0,Нижний Новгород,2011-11-09T18:14:25+0400
Ведущий специалист,40200.0,Москва,2011-11-30T17:03:28+0400
Программист 1С ЗУП,105000.0,Москва,2011-11-09T18:21:30+0400
Web-программист,50000.0,Москва,2011-11-24T10:56:39+0400
Руководитель информационно-административного отдела,37500.0,Москва,2011-11-09T18:39:01+0400
Java разработчик,80000.0,Москва,2011-11-09T18:55:23+0400
Программист C#,35000.0,Нижний Новгород,2011-12-22T09:31:56+0400
Веб-разработчик сайтов на PHP,60000.0,Москва,2011-11-09T20:05:08+0400
Программист,45000.0,Санкт-Петербург,2011-11-09T20:27:00+0400
Менеджер по SEO,30000.0,Санкт-Петербург,2011-11-09T20:30:00+0400
Контент-менеджер,34000.0,Москва,2011-11-09T20:37:14+0400
Менеджер по продажам,37500.0,Москва,2011-11-09T21:20:31+0400
Администратор сайта,40000.0,Москва,2011-11-09T21:35:15+0400
Инженер,60000.0,Москва,2011-11-09T22:45:37+0400
Менеджер по продажам услуг,22500.0,Санкт-Петербург,2011-11-09T23:29:13+0400
Младший специалист по IT,21000.0,Воронеж,2011-12-08T13:14:51+0400
Ruby-программист (Санкт-Петербург),75000.0,Санкт-Петербург,2011-11-10T02:55:39+0400
Менеджер отдела продаж,12500.0,Новокузнецк,2011-11-10T06:13:44+0400
Менеджер отдела продаж,32500.0,Иркутск,2011-11-10T07:13:39+0400
Менеджер по продажам,20000.0,Абакан,2011-12-16T04:15:09+0400
Преподаватель по Web-программированию,15000.0,Новосибирск,2011-11-10T08:04:59+0400
Инженер-программист,15000.0,Уфа,2011-11-28T09:18:31+0400
Менеджер по продажам,17500.0,Новокузнецк,2011-11-10T08:31:10+0400
Программист 1:С,22500.0,Ростов-на-Дону,2011-11-30T08:30:00+0400
Менеджер по сбору информации о тендерах,17000.0,Хабаровск,2011-11-10T08:33:52+0400
Специалист по урегулированию конфликтов,20000.0,Иркутск,2011-11-10T08:40:48+0400
Оператор,24000.0,Москва,2011-11-28T12:35:49+0400
Javascript Developer,32500.0,Таганрог,2011-11-10T09:14:45+0400
Senior PHP Developer,37500.0,Таганрог,2011-11-10T09:15:02+0400
Сервис-инженер,27500.0,Москва,2011-11-10T09:21:58+0400
Выездной инженер (г. Чистополь),18350.0,Чистополь,2011-11-10T09:25:26+0400
Оператор,24000.0,Москва,2011-11-21T09:29:56+0400
Специалист Яндекс.Директ,75000.0,Москва,2011-11-17T13:58:21+0400
Программист 1С,60000.0,Москва,2011-11-10T09:51:32+0400
Менеджер по продажам,25000.0,Казань,2011-11-10T09:58:31+0400
Программист 1С,62500.0,Москва,2011-11-10T10:15:38+0400
Системный администратор,22500.0,Самара,2011-11-10T10:19:39+0400
Программист 1С,85000.0,Москва,2011-11-10T10:21:06+0400
Начальник отдела разработки и сопровождения Программного обеспечения,50000.0,Санкт-Петербург,2011-11-10T10:24:49+0400
Специалист SAP,135000.0,Тюмень,2011-11-10T10:25:00+0400
Менеджер отдела переводов,65000.0,Москва,2011-11-28T16:15:54+0400
Копирайтер,12500.0,Новосибирск,2011-12-06T12:10:01+0400
Бизнес-аналитик,57500.0,Москва,2011-12-26T13:27:15+0400
Оператор контакт-центра,16500.0,Екатеринбург,2011-11-10T10:47:34+0400
Аналитик департамента закупок,28500.0,Краснодар,2011-11-10T10:49:05+0400
Инженер по обслуживанию вычислительной техники,26500.0,Москва,2011-11-10T10:49:27+0400
Редактор (агентство переводов),42500.0,Москва,2011-11-28T16:10:49+0400
Помощник системного администратора,11500.0,Нижний Новгород,2011-11-10T11:07:50+0400
Программист 1С,50000.0,Новосибирск,2011-12-21T12:56:20+0400
Программист php,35000.0,Новосибирск,2011-12-21T12:55:57+0400
Программист bitrix,50000.0,Москва,2011-11-24T12:16:36+0400
Инженер-программист 1С,40000.0,Санкт-Петербург,2011-11-10T11:20:53+0400
Senior Java Developer,100000.0,Санкт-Петербург,2011-11-10T11:36:10+0400
Менеджер по закупкам (Hardware),55000.0,Москва,2011-11-14T11:11:55+0400
Специалист первой линии бизнес-поддержки приложений,32500.0,Москва,2011-11-14T10:08:17+0400
Помощник руководителя отдела по развитию интернет-проектов,22500.0,Москва,2011-11-10T11:48:27+0400
Web-разработчик,60000.0,Москва,2011-12-02T17:34:45+0400
Специалист по маркетингу,28000.0,Ставрополь,2011-11-10T11:51:46+0400
Web-разработчик,30000.0,Нижний Новгород,2011-11-10T11:55:10+0400
Аналитик,60000.0,Москва,2011-11-10T11:58:22+0400
Менеджер по работе с клиентами,28000.0,Москва,2011-11-10T11:59:19+0400
Оператор call-центра,42500.0,Москва,2011-11-10T12:05:55+0400
Инженер,20700.0,Пермь,2011-11-10T12:16:49+0400
"Инженер по обслуживанию ОПС, СКУД,СКС, CCTV",35000.0,Санкт-Петербург,2011-11-10T12:17:28+0400
Инженер-программист / Java разработчик,32500.0,Ульяновск,2011-11-10T12:30:54+0400
Инженер ИТ,32500.0,Москва,2011-12-09T16:41:58+0400
Администратор сайта,29000.0,Москва,2011-11-18T10:35:11+0400
Менеджер по работе с клиентами,35000.0,Москва,2011-11-10T12:52:22+0400
Сервисный инженер по копировально-множительной техники,45000.0,Москва,2011-11-10T13:02:02+0400
Системный администратор,32500.0,Санкт-Петербург,2011-11-23T15:37:26+0400
Программист 1С,40000.0,Ростов-на-Дону,2011-11-10T13:19:57+0400
Специалист Яндекс.Директ,75000.0,Москва,2011-11-10T13:26:06+0400
Программист C#,30000.0,Чебоксары,2011-11-29T11:05:49+0400
Специалист по поддержке систем электронного банкинга,29000.0,Москва,2011-11-10T13:33:22+0400
Web-дизайнер,40000.0,Санкт-Петербург,2011-11-10T13:55:32+0400
Программист C#,40000.0,Казань,2011-11-10T14:20:27+0400
Администратор процессинговой системы,37500.0,Москва,2011-11-10T14:26:11+0400
Администратор базы данных,29000.0,Москва,2011-11-18T10:35:26+0400
Инженер-программист,47500.0,Санкт-Петербург,2011-11-10T14:29:30+0400
Программист-разработчик,25000.0,Ижевск,2011-11-10T14:31:20+0400
Ведущий Эксперт отдела сопровождения ПО,80000.0,Москва,2011-11-10T14:40:44+0400
Редактор новостей (интернет-портал),25000.0,Москва,2011-11-10T14:44:38+0400
Программист С++,60000.0,Санкт-Петербург,2011-11-16T10:58:57+0400
Ведущий разработчик PHP,70000.0,Москва,2011-11-23T12:02:35+0400
Программист PHP,60000.0,Москва,2011-12-16T11:08:45+0400
Менеджер по развитию,40000.0,Москва,2011-11-10T15:20:53+0400
Специалист по технической поддержке,34500.0,Москва,2011-11-10T15:29:01+0400
Бизнес аналитик (фондовый рынок),130000.0,Москва,2011-11-10T15:30:42+0400
Системный администратор,53460.0,Москва,2011-11-10T15:31:27+0400
Специалист по контекстной рекламе,18500.0,Тула,2011-11-10T15:36:04+0400
Менеджер по продажам,55000.0,Москва,2011-11-10T15:39:38+0400
Web-дизайнер,21500.0,Казань,2011-12-17T12:02:31+0400
Системный администратор,25000.0,Москва,2011-11-10T15:55:47+0400
Бизнес-аналитик,47500.0,Москва,2011-11-14T11:14:29+0400
Младший программист (Java/C#),50000.0,Москва,2011-11-10T15:57:53+0400
